class_index,review_text
3,the original hit movie
4,more often than not hits the bullseye
2,least demanding
2,Just a bunch
1,lacks visual flair
2,from Elfriede Jelinek 's novel
2,is just the proof
2,leader Fidel Castro
1,'s nothing resembling a spine here
4,always entertaining
1,cast is painful to watch
2,a young man 's battle
2,in impossibly contrived situations
4,the film is well under way -- and yet it 's hard to stop watching
2,of lower-class London life
2,represents some sort of beacon of hope
2,cartoonish as the screenplay
2,Bartlett 's hero
1,painfully aware of their not-being
2,even cranky adults
3,The Last Kiss is really all about performances .
2,the point of distraction
1,cheapo animation
2,battlefield
2,a half dozen young Turks
1,saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate
2,trivializing
2,to help people endure almost unimaginable horror
2,Tells
4,the best films of the year
0,So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .
3,sustain interest
1,tanks
2,a whole bunch of Snowball 's cynicism to cut through the sugar coating
2,only Bond
2,formulaic and
4,is a treat .
2,those little steaming cartons
3,The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .
1,undercuts the joie de vivre even as he creates
3,style and
1,to have bitterly forsaken
2,Swedish film
2,than most of the writing in the movie
1,owes enormous debts
2,Bale
3,manages a neat trick
2,weighed
3,naturalistic '
2,in this crazy life
0,forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting
4,is one of this year 's very best pictures
2,Kissinger 's
2,an appropriate minimum of means
1,it The Adventures of Direct-to-Video Nash
2,delivering a dramatic slap in the face that 's simultaneously painful and refreshing
1,-LRB- Moore 's -RRB- better at fingering problems than finding solutions .
2,undertaking
3,more emotional force
1,a tired one
3,upscale
2,emphasizes the Q in Quirky
2,a taste of what it 's like on the other side of the bra
1,It 's not a particularly good film
2,signing that dotted line
2,What you expect is just what you get
4,Humorous and heartfelt
2,been marshaled in the service of such a minute idea
1,falls short in building the drama of Lilia 's journey
4,Washington demands and receives excellent performances
3,that first made audiences on both sides of the Atlantic love him
2,# 3
1,that one eventually resents having to inhale this gutter romancer 's secondhand material
1,dim-witted and
0,flounders
3,hilariously
3,closed
2,while walking around a foreign city with stunning architecture
3,its visual delights
2,could have planned for
2,than Conan the Barbarian
2,comments
2,by Dustin Hoffman that is revelatory
3,even the stuffiest cinema goers
0,how thoroughly unrewarding all of this
3,intriguing curiosity
2,is about as deep
2,Hugh Goo
2,a procession of stagy set pieces stacked with binary oppositions
1,dopey
3,comedy spectacle
0,a disaster
2,is n't nearly as terrible
1,bad sign
2,been given
2,see .
3,with a moral
4,fluid and mesmerizing
3,incredibly
3,gracefully
3,the right to be favorably compared to Das Boot
1,Limps along
1,has infiltrated every corner of society -- and not always for the better
1,wander about in thick clouds of denial
0,can be as tiresome as 9 seconds of Jesse Helms ' anti- Castro
0,are less than adorable
3,a youthful and good-looking diva
3,Wonder of wonders -- a teen movie with a humanistic message .
2,a more streamlined
1,the horrors of the killing field and the barbarism of ` ethnic cleansing
2,smash 'em
2,no matter how degraded things get .
1,it does not achieve the kind of dramatic unity that transports you .
1,is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .
4,staggeringly well-produced
2,cad
3,The filmmakers ' eye for detail and
3,-LRB- Jaglom 's -RRB- better efforts
1,Argentine retread
3,high-concept
2,Eddie Murphy and Robert DeNiro in Showtime
2,to and about others
2,a few bits funnier
3,the odds and the human spirit triumphs
1,feel like it 's wasted yours
4,many genuine cackles
2,the film 's most effective aspects
2,small pot
3,reap more rewards
2,Night Live-style parody
3,subtle ironies
3,A polished and vastly entertaining caper
1,with a sickening thud
2,be `` Last Tango in Paris '' but
2,Gyllenhaal
1,may not be pleased
2,Caruso
1,too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience
3,An ambitious ` what if ? '
2,a skateboard film as social anthropology
2,genre exercise
3,of its aspiration to be a true ` epic '
2,that the marginal members of society
3,is a hoot
2,crime movies
2,budget B-movie thrillers of the 1950s and '60s
2,possible
2,little harm
2,The film 's stagecrafts
2,of the Pierce Brosnan James Bond
2,super-wealthy megalomaniac bent
2,ardent
2,of brusqueness
3,summery
1,do little to salvage this filmmaker 's flailing reputation .
3,interesting cinematic devices
2,as dramatic
2,witnessed
2,Avary 's
2,All of the elements
2,destiny
0,Wildly incompetent
3,Swedish
3,Visually striking and
2,just one word
2,on the sequel
1,are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .
2,movie formulas
0,incredibly irritating comedy
1,There are many definitions of ` time waster '
2,popularity
2,send your regrets
1,a little flat
1,has n't progressed as nicely as ` Wayne
2,of her Vampire Chronicles
1,tells us nothing new
3,deft
1,puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .
2,of cameras and souls
3,'s a cool event for the whole family .
1,drag audience enthusiasm
2,any list
3,worth seeing at least once
2,overcome gaps
2,every previous dragon drama
2,Greg Kinnear
2,their super-powers
1,is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .
2,an ambiguous presentation
2,'s infuriating about Full Frontal
2,gamble
2,pics
2,sorry to say that this should seal the deal
2,Spy Kids 2 : The Island of Lost Dreams
2,the French film industry during the German occupation
2,Quentin Tarantino
1,which might have been called Freddy Gets Molested by a Dog
3,'s enough to sustain laughs
2,Zealanders
2,how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie
2,old World War II
2,post-war
2,this movie one bit
2,have been tempted to change his landmark poem to
1,Suffers from all the excesses of the genre
2,social\/economic\/urban
2,in the story to actually give them life
2,Tattoo borrows heavily from both Seven and The Silence of the Lambs
3,But it 's worth the concentration .
2,think of themselves and their clients
2,preaches
2,Tango
2,reserved but existential poignancy
2,some glacial pacing
3,Yong Kang
2,premise and dialogue
3,have potential
2,` too clever
2,of emotions
1,Showtime 's uninspired send-up of TV cop show cliches mostly leaves him shooting blanks
3,Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded .
2,to the stories and faces and music of the men who are its subject
2,The trailer
2,forgiven for frequently pandering to fans of the gross-out comedy
2,Both the crime story and the love story are unusual .
3,of such a minute idea
0,that stifles creativity and allows the film to drag on for nearly three hours
3,Teddy Bears '
2,a documentary by Dana Janklowicz-Mann and Amir Mann
2,making the mystery of four decades back the springboard for a more immediate mystery in the present
2,would have been perfect for an old `` Twilight Zone '' episode
2,shares the first two films ' loose-jointed structure
3,a visual delight and a decent popcorn adventure
2,very
2,the exotic surface
2,curiosity
4,sun-drenched masterpiece
2,long-suffering but
1,a tough pill to swallow
1,The movie is about as deep as that sentiment .
4,Disney 's 1937 breakthrough
3,A movie that sends you out of the theater feeling like you 've actually spent time living in another community .
4,a wonderful thing
2,self-satisfied 22-year-old girlfriend
4,a really solid Woody Allen film
2,Besson
3,the visual flourishes
2,its attendant
1,deficit
1,the downward spiral comes to pass
1,his victims
2,that is .
1,Fresh and raw like a blown-out vein
2,on the level or merely
2,any gag
3,manages to instruct without reeking of research library dust .
1,to cause massive cardiac arrest if taken in large doses
2,Borg Queen Alice Krige 's cape
3,will probably have a reasonably good time with The Salton Sea
1,of paint-by-number American blockbusters like Pearl Harbor
2,how John Malkovich 's reedy consigliere will pronounce his next line
2,Cat People
1,peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids
2,flopping dolphin-gasm
2,Schneider vehicle
2,some things are immune to the folly of changing taste and attitude .
2,Do in Case of Fire
2,modernize and reconceptualize things
2,ongoing -
2,A quiet family drama with a little bit of romance and a dose
2,that movie 's intermittent moments
2,marathons and bored
2,too much of anything
2,wartime farce
2,first time
1,for the playlist
1,a strong case for letting sleeping dogs lie
2,would be better to wait for the video .
2,human behavior on the screen
2,'s the man that makes the clothes
2,of the Papin sister
3,it starts to become good
2,kindred
1,if Kaos had n't blown them all up
3,actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese
1,... the kind of movie you see because the theater has air conditioning .
4,sincere performance
3,a fresh point of view
1,valuable messages are forgotten 10 minutes after the last trombone
2,a few rather than dozens
1,comes the first lousy Guy Ritchie imitation
3,The AAA of action
1,The film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence
2,her lead role
1,similarly ill-timed
2,to watch -- but
1,bore that tends to hammer home every one of its points .
2,a man with unimaginable demons
3,are made of little moments .
1,feels five hours long
2,Some of the characters die and
2,when you look at the list of movies starring Ice-T in a major role
1,might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?
3,like it or
2,Such a premise
1,otherwise dull subjects
2,witty updatings
2,better in the conception than it does in the execution
3,gives The Lady and the Duke something of a theatrical air
2,enjoy on a computer
3,delivers the original magic
1,shows -- reality shows for God 's sake
2,an inquisitiveness reminiscent
2,parachutes down onto a moving truck
2,like me -RRB-
2,Danish
2,is merely Anne-Sophie Birot 's off-handed way of saying girls find adolescence difficult to wade through .
1,uncomfortably close to losing my lunch
1,prefabricated story elements
4,that tell the best story
2,owes Frank
0,bites off more than it can chew by linking the massacre
2,in a world of artistic abandon and political madness and very nearly
2,can say that about most of the flicks moving in and out of the multiplex
1,Translation : ` We do n't need to try very hard . '
3,warm and well-told
2,wo n't create a ruffle in what is already an erratic career
1,A slow-moving police-procedural thriller
2,83
2,and Bill Weber
4,'s equally hard to imagine anybody being able to tear their eyes away from the screen
3,beautifully sung holiday carol
2,remotely incisive enough
2,Bogdanovich puts history in perspective and
2,is no more than mildly amusing
3,of that delicate canon
2,more X and less blab
3,blushing to gushing -- Imamura squirts the screen in ` Warm Water Under a Red Bridge '
2,of the credit for the film
2,the familiar to traverse uncharted ground
2,optic
2,know an Orc from a Uruk-Hai
2,winds up seeming just a little too clever
2,to Cranky
2,hard-edged
2,is haunting
2,Young Hanks and Fisk
2,John Sayles
2,tearful
2,dramatics
2,unabashed sense
4,is every bit as fascinating
2,misty even when you do n't
2,of The Cherry Orchard
2,any way of gripping
3,a movie that will make you laugh
2,teen life
2,rigged and
1,is almost an afterthought
2,a number of other assets
3,on cotton candy
2,world cinema 's
3,A ' list cast
1,to blacken that organ with cold vengefulness
2,associated
1,alienation
4,good-hearted ensemble comedy
4,... a triumph of emotionally and narratively complex filmmaking .
2,gratuitous
1,complications
2,to kill a zombie
2,difficult relationships
3,the e-graveyard
4,monumental achievement
1,is less about a superficial midlife crisis
2,all the drama
1,the reefs
2,connect with me would require another viewing
2,real sense
2,perkiness
2,at most 20 minutes
2,the size
2,A fanciful drama
2,impatiently
3,Discursive but oddly riveting documentary .
2,Cosby-Seinfeld
2,something of a sitcom apparatus
1,is perhaps too effective in creating an atmosphere of dust-caked stagnation and
2,sits there
2,is in his hypermasculine element here
1,at times too many
2,snared
2,Dumas classic
1,unchecked heartache
2,drama\/action flick
1,only seems to care about the bottom line
3,transcend genre
3,of Matthew Shepard
0,turn out to be a bit of a cheat in the end
3,in charm
1,tortured and
3,our emotions
2,Stockwell
2,a powerful though flawed movie
0,If there 's a heaven for bad movies
3,stunning visuals
1,with enough negatives
2,its moodiness
2,how it distorts reality for people who make movies and watch them
2,keep your eyes
2,the film
2,of two strong men in conflict
2,in its eroticized gore
2,can be said about Stealing Harvard
1,everything you 'd expect -- but nothing more
2,the attention process
2,you to not only suspend your disbelief
4,is brilliant
3,unifying rhythm
2,Passer
2,Indian Spike Lee
3,gets the job done
2,Sychowski
1,into rambling incoherence
3,the power of Polanski 's film
2,his co-stars all
2,two last-place basketball
3,A fun ride .
3,Merchant Ivory productions
3,most original fantasy film
3,of the dry humor that first made audiences on both sides of the Atlantic love him
2,unembarrassing
1,rude and crude humor
3,it 's pleasant enough and
2,am highly amused by the idea that we have come to a point in society
1,ultimately hollow mockumentary
2,super-simple
2,Burns 's
2,While certainly more naturalistic than its Australian counterpart
2,Jez Butterworth
2,uninitiated
3,-LRB- Grant -RRB- goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .
1,emotional misery
3,A winning and wildly fascinating work .
4,through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem
1,run-of-the-filth gangster flicks
3,being a good documentarian
2,video with the sound
2,21st century reality
2,into the complexities of the Middle East struggle
1,dull-witted and disquietingly
2,as it should be done cinematically
1,all derivative
2,produced this project
3,chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .
1,out of character and logically
3,a measure of style
1,is n't just
2,Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .
3,from the shadow of Ellis ' book
2,my own very humble opinion
3,as funny or entertaining
2,in knowing that
2,good books unread
4,smashing success
1,Birthday Girl 's calculated events
2,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .
1,is sabotaged by ticking time bombs and other Hollywood-action cliches
4,amazing finesse
1,Hard-core slasher aficionados will find things to like ... but overall the Halloween series has lost its edge
3,rare film
1,inexperienced children play the two main characters
1,far less sophisticated
1,that 's not saying much
2,26-year-old
2,Jackie Chan is getting older
2,introduce
1,says he has to ?
2,gang-member
3,perseverance and
1,are the kiss of death in this bitter Italian comedy
2,also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone
3,a compelling investigation
3,strong arguments regarding the social status of America 's indigenous people
2,little fleeing
3,Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl
1,designed to make you feel guilty about ignoring what the filmmakers clearly believe
3,A poignant comedy
2,big enough
3,saucy
1,completely empty
2,you figure it out
2,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear
2,as always
2,have been worth cheering as a breakthrough but is devoid of wit and humor .
2,investigation
2,cross
1,look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper
4,Such master screenwriting
2,Uneven but a lot
1,mainly unfunny
4,it also has humor and heart and very talented young actors
2,the deepest recesses
2,in repugnance
1,never settles into the light-footed enchantment the material needs
2,wo n't seem like such a bore
2,Strange occurrences
2,the usher
2,means to
2,alike
2,certain kind
1,either moderately amusing or just plain irrelevant
1,justify a theatrical simulation of the death camp of Auschwitz II-Birkenau
2,Finch 's tale
2,work-hours
4,most good-hearted yet sensual entertainment
2,are more
2,few chances
1,the fine line between cheese
2,the boss
2,1950
2,literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers
2,that feel like long soliloquies
2,its blood-drenched Stephen Norrington-directed predecessor
3,George Lucas returns as a visionary with a tale full of nuance and character dimension .
2,a checklist of everything Rob Reiner and his cast
1,two-dimensional and
4,such a well loved classic
4,enjoying the big-screen experience
2,and Sandra Bullock
4,and powerful documentary
3,popular
2,pick up
2,Rohmer
1,'s like an old Warner Bros. costumer jived with sex
3,Captivates and
2,Mormon family movie
2,cheaper
2,'s dying for this kind of entertainment
3,there are those who just want the Ball and Chain
2,terrible strength
4,to the core in a film you will never forget -- that you should never forget
2,Just the labour
1,muted
2,with Evil Dead II
2,reveals
2,it beat by a country mile
4,as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations
2,looking for the last exit from Brooklyn
2,a mere 84 minutes
4,The sword fighting is well done and
3,Often shocking but ultimately worthwhile exploration
2,propulsive incident
4,'s enough cool fun here to warm the hearts of animation enthusiasts of all ages .
2,to question an ancient faith
1,takes big bloody chomps out of it
2,this drama
2,the tiniest segment
3,The first shocking thing about Sorority Boys is that it 's actually watchable .
4,the movies you 'd want to watch if you only had a week to live
2,hippest acts
2,nonjudgmentally as Wiseman 's previous studies
1,an otherwise good movie marred beyond redemption by a disastrous ending
1,both in breaking codes and making movies
2,Chabrol
2,pad
2,the middle of sad in the middle of hopeful
2,a new threat
1,jams too many prefabricated story elements into the running time
2,or without ballast tanks
1,during the offbeat musical numbers
3,Williams absolutely nails Sy 's queasy infatuation and overall strangeness .
2,feature cartoon
2,tattoos
2,Foreman 's barking-mad Taylor to
2,Meara
2,to have seen it
1,A dreadful day in Irish history
3,The magic -LRB- and original running time -RRB- of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .
4,Well-done supernatural thriller
2,pre
2,use
1,'' or `` suck ''
1,fade from memory
1,It 's like a drive-by .
3,sincere acting
2,tries and tries
2,is n't a comparison to reality
1,something hip and transgressive was being attempted here that stubbornly refused to gel
1,you feel pissed off
2,a heck
2,distilled
2,An alternately fascinating and frustrating documentary
2,in spite of all that he 's witnessed
2,director Rick Famuyiwa 's emergence
2,more user-friendly
2,of the expression
2,really happened ? ''
3,grab me
2,endurance test
3,a compelling and horrifying story
2,bravado --
2,the frank humanity
1,infantile cross-dressing routines
3,up walking out not only satisfied but
2,extrusion
3,a brilliant college student
3,deceptively buoyant
1,is -LRB- Cattaneo -RRB- sophomore slump .
2,The plot twists
2,humorless and under-inspired
3,America 's skin-deep notions of pulchritude
2,your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists
2,the fizz
2,limited but enthusiastic adaptation
2,'s a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen .
2,forcefulness
2,resist living in a past
2,show up at theatres for it
3,is among Wiseman 's warmest
1,Hardly an objective documentary
3,Can you bear the laughter ?
2,another Arnold vehicle
1,Ritchie may not have a novel thought in his head
2,of the kind they
2,clicking together
1,'s on slippery footing
1,that were already tired 10 years ago
2,help
3,fashioned an absorbing look at provincial bourgeois French society
1,He 's afraid of His best-known creation
1,of 2-day old Coke
2,cultural distinctions
2,barbed enough for older viewers
1,shot but dull and ankle-deep ` epic .
3,Offers a guilt-free trip
4,the runaway success
2,Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .
2,poetic frissons
0,is n't one moment in the film that surprises or delights .
2,a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow
2,that happen along the way
2,in most films
1,deadeningly
2,with heavy sentiment and lightweight meaning
3,the right frame of mind
2,released a few decades
1,it certainly wo n't win any honors
1,for most of the film it is hard to tell who is chasing who or why
2,a certain base level
2,the story to go on and on
2,it was intended to be a different kind of film
2,starts off
2,towards the audience
3,with a goofy energy
1,does n't add up
2,the field no
2,spews
2,superfluous
2,has a built-in audience
2,whirls !
2,romantic nor comedic
3,style and flash
1,is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .
3,I have always appreciated a smartly written motion picture
2,to true love
2,lunatic heights
2,Discursive but
3,relaxed in its perfect quiet pace
1,wan
3,beautifully photographed
2,Most thrillers send audiences out talking about specific scary scenes or startling moments ;
4,that is surprisingly enjoyable
1,flinging their feces at you
3,'s a riot to see Rob Schneider in a young woman 's clothes
2,intimately knowing
1,a heretofore unfathomable question
2,based
2,Curling may be a unique sport but Men with Brooms is distinctly ordinary .
2,these stories
4,especially the frank sex scenes -RRB- ensure that the film is never dull
2,patriotic tone
2,asked so often to suspend belief that were it not for Holm 's performance
1,keeps coming back to the achingly unfunny Phonce and his several silly subplots .
3,its visual appeal
2,permitting its characters more than two obvious dimensions
3,is one of two things : unadulterated thrills or genuine laughs
2,tried hard to modernize and reconceptualize things
3,of modern life
2,singular
2,the miniseries and more attention
2,` surprises
4,This fascinating experiment
2,could have spent more time in its world
2,usually found in anime like this
1,matter how many times he demonstrates that he 's a disloyal satyr
1,effort to disguise it as an unimaginative screenwriter 's invention
2,One of those movies that make us
3,brimming
1,outdated swagger
4,this is a seriously intended movie that is not easily forgotten .
0,how much he runs around and acts like a doofus
2,the 20th century
3,a pretty woman
0,the same old crap
3,a riveting movie experience
2,occurs
2,to their most virtuous limits
2,disarming
4,ability to shock and amaze
2,to be growing
3,takes your breath
3,consistently sensitive
1,comes with the laziness and arrogance of a thing that already knows it 's won
2,be utterly entranced by its subject
2,'til the end of the year
1,lax and limp
2,reduce Blake 's philosophy
3,with most intelligent viewers
3,'s a very very strong `` B + . ''
2,helm a more traditionally plotted popcorn thriller
2,the powerful who have nothing
2,complications life
1,maintaining consciousness just long enough
2,few punches
3,as gripping
2,squandering
2,florid turn
3,a man whose achievements -- and complexities -- reached far beyond the end zone
2,tiniest details
2,of featuring a script credited to no fewer than five writers
1,is that there is never any question of how things will turn out
2,#NOM?
2,Pan
2,water-camera
2,do n't make often enough
2,a matter of time
3,credible
2,seems to pursue silent film representation with every mournful composition .
2,submerged
2,'s like on the other side of the bra
2,of the last 100 years
3,been done before but never so vividly or
1,lost .
3,broad cross-section
2,his ultimately losing cause
2,his sense
2,to handle it
4,this clever and very satisfying picture
4,most virtuous limits
2,This Bond film
4,deeply touched by this movie
1,are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .
2,brawny frame
2,Your 20th outing
2,ca n't quite decide which character
2,will only
2,some of the most not
3,as Disney 's 1937 breakthrough
2,of blandness
2,Another boorish movie from the I-heard-a-joke - at-a-frat-party school of screenwriting
4,esteemed
2,this sappy script was the best the contest received
2,and prom dates
2,It 's got all the familiar Bruckheimer elements
1,a single iota worse
3,long workout
3,with vibrance and warmth
2,paint-by-number romantic comedies
2,The campy results
1,flawed support structure
1,does n't match his ambition
2,structure and pacing
4,the most original
2,blushing
1,Overly long and worshipful bio-doc .
3,even a must-see
1,maudlin focus
1,discloses almost nothing
2,Reeses
3,on foreign shores
2,in American culture
2,a black-owned record label
2,tawdry kicks
2,might have made it an exhilarating
2,is about an adult male dressed in pink jammies
2,Runyon crooks
2,visceral heaps
2,Returning director Rob Minkoff
1,Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White
2,substitutes extreme
1,will probably be in wedgie heaven .
2,viewing for civics classes and would-be public servants
2,the experience of its women
2,prosaic
2,as women in a German factory
1,ham-fisted
2,'s only in fairy tales that princesses that are married for political reason live happily ever after .
2,the brink of womanhood
2,Charlize CHASES Kevin
2,By and large
2,too many characters saying too many clever things
2,of `` The Lord of the Rings '' trilogy
2,'s a movie about it anyway
3,romantic and serenely
3,never feels draggy
2,sustenance
2,Cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller
2,-LRB- but by no means all -RRB-
2,Rosario Dawson
2,who killed Bob Crane
1,unfunny tricks
1,under our skin
3,eventually begins to yield some interesting results .
3,providing deep emotional motivation for each and every one of Abagnale 's antics
3,authentic feel
2,not even with that radioactive hair
1,nothing special
0,look at a slice of counterculture that might be best forgotten
2,cameos
3,an exceptionally good idea
4,the perfect movie many have made it out to be
2,making us care about its protagonist and celebrate his victories
3,last count
2,of the cast
1,a convolution of language that suggests it
2,adaptations .
2,through a Caucasian perspective
2,Hot and
2,time-switching
2,unapologetic
2,tumult
3,for the heart as well as the mind
3,hard-driving
2,imagination and
2,of faith in his audience
0,Attal pushes too hard to make this a comedy or serious drama .
1,a pretentious and
0,been bland
2,a house
2,lukewarm
1,difficult and
2,is an Actress has its moments in looking at the comic effects of jealousy .
2,of character
3,using his storytelling ability
2,this bold move
2,weighty themes
4,captivating and intimate
3,most romantic
2,thinks
2,in viewing deleted scenes
1,might not look so appealing on third or fourth viewing down the road
1,Totally Past His Prime
1,tick-tock pacing
0,shot on ugly digital video
2,kitchen-sink
3,than romantic
3,a renowned filmmaker
1,is a technological exercise that lacks juice and delight
2,How this one escaped the Lifetime network
2,because it
1,a calculating fiend
1,that run the gamut from cheesy to cheesier to cheesiest
2,forgive because the intentions are lofty
2,of the directing world
2,calculus major
0,is that it 's a brazenly misguided project .
1,with such atmospheric ballast that shrugging off the plot 's persnickety problems
2,comprehend
2,as harrowing
1,so devoid
2,the movie version
2,7th-century oral traditions
1,is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .
2,puddle
0,like a fragment of an underdone potato
1,is evaded completely
3,define a generation
2,ever made about tattoos
3,fact that this is Revenge Of The Nerds Revisited
3,Bullock 's memorable first interrogation
2,die already
2,that feels
2,`` cooler '' PG-13 rating
4,the intricate preciseness of the best short story writing
2,penance
2,to have to choose
3,far closer than many movies
2,is that there is really only one movie 's worth of decent gags to be gleaned from the premise
2,domination and
2,to document both sides of this emotional car-wreck
2,Harry & Tonto never existed
2,spits it
3,the payoff for the audience
2,action-comedy .
0,It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it
3,who makes Martha enormously endearing
3,with a single
2,individuals rather than types
2,engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese ` cultural revolution
2,the verbal marks
3,a cute partnership in I Spy
1,the broiling sun for a good three days
2,takes its sweet time building
2,it were n't true
2,-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context
1,are far more alienating than involving
3,` naturalistic ' rather than
2,could possibly come down the road in 2002
0,dismiss BarberShop out of hand
2,cultural and moral
2,capitalism
3,is adequate
2,it switches gears to the sentimental
3,of its title character
2,'s almost impossible
3,a real film
1,bland to be interesting
3,inside the massive waves that lifts Blue Crush into one of the summer 's most pleasurable movies
3,heartwarming
2,If you have n't seen the film lately
2,whose target demographic
3,cares
2,fans of the adventues of Steve and Terri
1,motionless characters
3,as the treat of the title
1,and paper-thin supporting characters
2,by the nation
3,asking of us
2,a hole
1,of its plot contrivances
0,The Master of Disguise is funny -- not
2,mortal
2,Kevin Pollak
2,no more racist portraits of Indians
3,tasteful
2,Deuces Wild had been tweaked up a notch
2,great war
2,about refracting all of World War II through the specific conditions of one man
3,in an independent film of satiric fire and emotional turmoil
2,almost Dadaist proportions
1,a frustrating patchwork
2,the colorful but flat drawings
2,that always ended with some hippie getting
2,marketing
2,The graphic carnage and re-creation of war-torn Croatia
2,mourning
3,terms of authenticity
2,The trick when watching Godard
4,survival wrapped in the heart-pounding suspense of a stylish psychological thriller
2,viewpoint
2,that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen
1,paper-thin and
1,Never inspires more than an interested detachment .
4,an all-around good time
2,yet at the end
3,` Cherish '
2,'n'
1,Britney 's cutoffs
0,strained caper movies that 's hardly any fun to watch
1,no clue about making a movie
2,human beings for passion in our lives and the emptiness one
2,dysfunctionally
2,Kosashvili
2,entirely foreign
3,blockbuster
2,comic mayhem
2,Ark
3,his story so compellingly with us is a minor miracle
0,I could just skip it
3,of a minor miracle in Unfaithful
1,bad acting
1,of male-ridden angst
2,at how this movie turned out
2,his stuff
2,pours
2,uninflected
2,an account as Seinfeld
2,Byatt 's plot
2,pulls
3,so lovely toward the end
3,manages not only
3,adds substantial depth to this shocking testament to anti-Semitism and neo-fascism
4,flavorful performances
1,advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching
2,biopic hammers
2,despairing vision
2,other Napoleon films
1,-LRB- A -RRB- stale retread of the '53 original .
0,If I could have looked into my future and saw how bad this movie was
1,need of a Cube fix
3,want to see it
3,as a reverie about memory and regret
0,he needs to pull his head out of his butt
2,invented for .
1,lacking any of the rollicking dark humor so necessary
3,'s a charismatic charmer likely to seduce and conquer .
2,touches a few raw nerves
2,Zone
2,Patric
2,Adam Sandler 's Eight Crazy Nights
1,extremely flat
2,constructed thriller
2,big hair
4,there 's a certain robustness to this engaging mix of love and bloodletting .
3,sing beautifully and
3,its deft portrait of Tinseltown 's seasoned veterans
3,fair amount
2,set .
2,existing photos
4,a film that is both gripping and compelling
2,Miami
1,the film buzz and whir ; very little of it
1,sophomore effort
2,its doe-eyed Crudup
3,Ivy League college
1,Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .
1,her life half-asleep
2,lobby
1,uneasy blend
2,rapidly changing face
1,TV sitcom material
4,inspirational
1,Fails to convince the audience that these brats will ever be anything more than losers .
2,waiting for DVD
4,A breathtaking adventure
2,hastily
2,the air-conditioning
3,good old fashioned spooks
1,controversial
2,is actually quite vapid .
2,any contemporary movie this year
3,big-fisted
2,Being Earnest movie
3,the picture of health with boundless energy
2,Director Yu
2,Austin
4,This is more fascinating -- being real -- than anything seen on Jerry Springer .
3,in a good way
1,does n't give you enough to feel good about .
3,'s difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks
