class_index,review_text
3,Christian-themed fun
2,there 's nothing to drink
4,an impressive and highly entertaining celebration of its sounds
2,and Michelle Hall
3,wholly
2,if it were less densely plotted
4,remarkable movie
2,make a convincing case for the relevance of these two 20th-century footnotes .
3,flashy twists
2,to define his hero 's background or motivations
2,Vice '' checklist
1,bottom
0,It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .
2,a classroom play
2,movie length
1,portrayals
1,that the movie has no idea of it is serious or not
3,has secrets buried at the heart of his story and knows how to take time revealing them
1,pale
3,contemporary southern adolescence
1,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .
2,keep things on semi-stable ground
2,nubile
2,conned right up to the finale
2,then you 'll enjoy The Hot Chick .
2,a needlessly
3,are instantly recognizable
2,A hypnotic
2,Viva
2,a much needed kick
2,made-for-home-video
2,Tarantino movie
4,This is a movie you can trust .
2,beat by a country mile
2,comes alive only when it switches gears to the sentimental .
0,gives new meaning to the phrase ` fatal script error . '
1,probably be one of those movies barely registering a blip on the radar screen of 2002 .
2,by a movie
2,glitzy
1,endlessly superficial .
2,feel something
2,but not sophomoric
1,this silly con job
0,pretty stupid
1,in a dead-end existence
2,patient viewer
3,engaging characters
3,it 's an opera movie for the buffs .
3,of what it actually means to face your fears
2,Eddie Murphy
2,quirky tunes
1,May lack the pungent bite of its title
2,of a copy of a copy
2,to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives
2,bounces around
1,very meticulously but without any passion
2,on empathy
3,see the movie
0,a disastrous ending
2,marginally better shoot-em-ups
1,shot two years ago
2,female friendship that men can embrace and women
2,exclamation
2,The innate theatrics
2,underplays the long-suffering heroine
3,'s mildly interesting to ponder the peculiar American style of justice that plays out here
2,recreated by John Woo in this little-known story of Native Americans and their role in the second great war
2,J. Barry
2,free-wheeling
3,they engage and even touch us
2,out midway
2,is Japanese
2,is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .
2,source novel
1,more frustrating
3,be most in the mind of the killer
1,derisive
2,begins to resemble the shapeless
2,'s replaced by some dramatic scenes that are jarring and deeply out of place in what could have -LRB- and probably should have -RRB- been a lighthearted comedy
3,satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action
2,Wittgenstein and Kirkegaard
2,go out on a limb
3,the memorable character creations
2,fide
3,that it emerges as another key contribution to the flowering of the South Korean cinema
0,is more frustrating than a modem that disconnects every 10 seconds .
1,cheap scam
2,beasts
1,all the bouncing
1,blandness
2,`` Clockstoppers
3,My Wife 's plotting is nothing special ; it 's the delivery that matters here
2,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .
3,manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in
2,countless filmmakers
1,cumbersome
3,a rounded and revealing overview of this ancient holistic healing system
1,desperation
2,flashes
2,movie mojo
2,more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB-
1,unexplainable
2,Randall Wallace film
2,` Manhunter '
2,a somber trip worth taking
2,the Intermezzo strain
1,Horrendously
2,Cage 's
2,filmmaking
3,keep - 'em
2,recording industry
2,shop
2,shiny
1,the chatter of parrots raised on Oprah
2,the pantheon of Billy Bob 's body of work
2,a tradition-bound widow
2,all ages --
2,` urban drama
2,refusing
2,give Pinochet 's crimes
2,peanut butter
2,that incorporates so much
0,an excruciating film
2,between art and commerce
2,this film you 'll know too
2,the experiences
3,more watchable
3,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .
2,Christmas Future for a lot of baby boomers
2,into Austen
4,enjoyably over-the-top
1,virtually impossible
2,the uneven performances
1,Borrows from other movies like it in the most ordinary and obvious fashion .
2,action sequences
0,has neither the charisma nor the natural affability that has made Tucker a star
0,Aggravating and tedious
1,that does not move
1,wildcard
2,liberation movement
4,in a joyous communal festival of rhythm
2,afflicts so many movies about writers
0,it 's not a very good movie in any objective sense
2,The English Patient and
3,radioactive hair
2,it were subtler
3,Nice piece of work
2,its own viability
3,A frustrating yet deeply watchable melodrama
2,it was hot outside and
4,most multilayered and sympathetic female characters
2,view
0,Highly uneven and inconsistent
1,to remake Sleepless in Seattle again and again
2,referred to
2,flash that loneliness can make people act weird .
2,week 's
3,starts with a legend
2,crafted here
2,knocks
2,practice
1,badness that is Deuces Wild
1,Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .
1,insufferable ball
2,can not be faulted
0,bland animated sequel
2,deeply and
3,from `` promising ''
3,has an odd purity that does n't bring you into the characters so much as it has you study them .
2,is just what you get
2,of this type
3,Iwai 's gorgeous visuals
2,waterlogged version
2,to be the purr
1,overladen with plot conceits
2,the tides
1,be most effective if used as a tool to rally anti-Catholic protestors
2,'s all gratuitous
2,'ve ever seen in the many film
1,the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off
2,when Carol Kane appears on the screen
0,Thumbs down .
2,zips along with B-movie verve
0,The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .
2,There has been a string of ensemble cast romances recently ... but
1,'s undeniably hard to follow
3,of veracity and narrative grace
3,Swept Away '
2,have heard before
2,most American
0,is just as ill-fitting as Shadyac 's perfunctory directing chops
3,thrives on its taut performances and creepy atmosphere
3,whimsical comedy
2,the plot should be
2,the hands
2,Shum 's
4,that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half
2,perpetual pain
4,that most frightening of all movies --
1,did I miss something ?
2,released in this condition
2,if Ohlinger 's on the level or merely
2,from the pack
3,Big Bad Love
3,any sexual relationship that does n't hurt anyone and works for its participants
3,the timeless spectacle
3,has a brain
2,Not exaggerated
3,get all five
2,in explicit detail
4,makes you crave Chris Smith 's next movie
3,overcome his personal obstacles and become a good man
4,makes a wonderful subject for the camera
2,Capra
2,does n't this film have that an impressionable kid could n't stand to hear ?
2,scruffy
3,persistence that is sure to win viewers ' hearts
2,!? '
0,to justify the embarrassment of bringing a barf bag to the moviehouse
2,Possession
2,drinker
1,Dismally dull sci-fi comedy
2,1991 dog Rover
1,plain wacky implausibility
2,flick any day of the week
3,intermittently wise
3,Smoke Signals
2,him sing the lyrics to `` Tonight
2,cartoonish
3,is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .
2,steadily building up to the climactic burst of violence
1,'s not life-affirming -- its vulgar
2,of those war movies
2,Celebi could take me back to a time before I saw this movie
2,Lilia 's journey
2,for the cable-sports channel and its Summer X Games
2,A biopic about Crane 's life in the classic tradition
1,emotionally manipulative and sadly imitative of innumerable past Love Story derisions
2,an unresolved moral conflict jockey
2,does n't offer any easy answers
3,are also
1,seem to have been conjured up only 10 minutes prior to filming
3,tackled a meaty subject
1,to disguise it as an unimaginative screenwriter 's invention
2,aims for poetry
2,gone-to-seed
2,behind-the-scenes navel-gazing Kaufman
3,of great monster\/science fiction flicks
3,Runs on the pure adrenalin of Pacino 's performance
3,is hypnotic
3,soulful and
2,make a guest appearance to liven things up
1,Blandly
3,taking place
0,an expiration date passed a long time ago
2,central wedding sequence
3,for a touching love story
2,the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '
1,like shooting fish in a barrel
2,the project surrounding them
1,... its three-hour running time plays closer to two .
2,nearly enough of the show 's trademark
1,#NOM?
2,Jolie 's performance
2,Alternates
2,one is
3,in various wet T-shirt and shower scenes
2,rise
3,have found a cult favorite to enjoy for a lifetime
2,can refuse
2,Idemoto and
2,Rorschach test
2,Loosely speaking
2,is hardly
0,Grating and tedious
0,itself is just SOOOOO tired .
3,from laugh-out-loud
3,will guarantee to have you leaving the theater with a smile on your face
3,gentle and engrossing
2,old crank
2,the grayish quality
2,up the Pieces
3,cool event
2,his character 's deceptions
1,Saddled with an unwieldy cast of characters and angles
2,The film 's constant mood
2,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?
3,continues her exploration of the outer limits of raunch with considerable brio
2,all-inclusive
2,is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period
2,overtly
2,its name
1,doubt that Peter O'Fallon did n't have an original bone in his body
3,freedom to feel contradictory things
1,can only be described as sci-fi generic
2,take me
2,can not even
2,reside
2,freshly considers arguments the Bard 's immortal plays
3,romanticized rendering
2,love story for those intolerant of the more common saccharine genre
2,a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain
1,the surprisingly shoddy makeup work
3,`` wild ride ''
2,at teenage boys
3,Great over-the-top moviemaking if you 're in a slap-happy mood
2,you to believe
4,the year 's best and most unpredictable comedy
4,breathtaking adventure
2,with the hot Oscar season currently
2,occasionally bewildering
2,the beloved-major
2,mill
1,is too long with too little going on
2,acted by Diane Lane and Richard Gere
3,than special effects
2,meanspirited
1,makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything
4,It sends you away a believer again and quite cheered at just that .
2,the back row
2,bought
2,rap
1,does n't have a passion for the material
2,the con and the players
2,Caruso sometimes descends into sub-Tarantino cuteness ... but
2,mental gullets
1,have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys
3,fairly solid -- not to mention
2,a social injustice
3,April
2,T -RRB-
3,on a board
1,the negative and the script
1,ca n't remember a single name responsible for it
2,Naqoyqatsi
2,any definitive explanation
2,contraption
1,can tell almost immediately that Welcome to Collinwood is n't going to jell
3,make a convincing case for the relevance of these two 20th-century footnotes
0,But one thing 's for sure : It never comes close to being either funny or scary .
2,Bridget Jones 's Diary
3,A virtual roller-coaster ride of glamour and sleaze
2,a little more dramatic tension
3,satisfying movie experience
2,where Changing Lanes is going to take you
3,It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .
3,surprises
2,movie star
2,casual moviegoers
2,fifties
4,One of the best movies of the year
2,is neither a promise nor a threat so much as wishful thinking
2,backstage bytes of information
2,Yong
1,strip-mined the Monty formula mercilessly since 1997
2,at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once
2,into a movie career
1,own pretentious self-examination
1,all the halfhearted zeal
2,'s Something About Mary co-writer Ed Decter
1,do n't know if Frailty will turn Bill Paxton into an A-list director
1,when she should be building suspense
2,giggly little story
2,the oddest and
2,American Dream
4,with plenty of entertainment value
3,a meditation on the deep deceptions of innocence
2,savour
3,turning one man 's triumph of will into everyman 's romance comedy
1,faked
2,like one
2,nothing remotely topical or sexy
2,Lonely Boy
1,Viewers of Barney 's crushingly self-indulgent spectacle
2,share her one-room world for a while
2,should be most in the mind of the killer
1,shave ice without the topping
1,rank
2,strike
2,Every sequel
2,Under Siege 3
1,oo many of these gross out scenes
2,film noir movie
2,Four Weddings and
3,the darling of many a kids-and-family-oriented cable channel
2,possesses its own languorous charm
2,a prism
3,a solid movie about people whose lives are anything but
2,S1M0NE
2,its undoing
2,shout
2,as many subplots
2,a watercolor background
1,appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB-
2,ca n't handle the truth '' than High Crimes
2,goes nowhere
3,create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time
2,the uninitiated
2,outs
2,classy in a '60s
0,fall fast asleep
2,Oedekerk
2,a suitcase full of easy answers
