class_index,review_text
3,Christian-themed fun
2,there 's nothing to drink
4,an impressive and highly entertaining celebration of its sounds
2,and Michelle Hall
3,wholly
2,if it were less densely plotted
4,remarkable movie
2,make a convincing case for the relevance of these two 20th-century footnotes .
3,flashy twists
2,to define his hero 's background or motivations
2,Vice '' checklist
1,bottom
0,It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .
2,a classroom play
2,movie length
1,portrayals
1,that the movie has no idea of it is serious or not
3,has secrets buried at the heart of his story and knows how to take time revealing them
1,pale
3,contemporary southern adolescence
1,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .
2,keep things on semi-stable ground
2,nubile
2,conned right up to the finale
2,then you 'll enjoy The Hot Chick .
2,a needlessly
3,are instantly recognizable
2,A hypnotic
2,Viva
2,a much needed kick
2,made-for-home-video
2,Tarantino movie
4,This is a movie you can trust .
2,beat by a country mile
2,comes alive only when it switches gears to the sentimental .
0,gives new meaning to the phrase ` fatal script error . '
1,probably be one of those movies barely registering a blip on the radar screen of 2002 .
2,by a movie
2,glitzy
1,endlessly superficial .
2,feel something
2,but not sophomoric
1,this silly con job
0,pretty stupid
1,in a dead-end existence
2,patient viewer
3,engaging characters
3,it 's an opera movie for the buffs .
3,of what it actually means to face your fears
2,Eddie Murphy
2,quirky tunes
1,May lack the pungent bite of its title
2,of a copy of a copy
2,to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives
2,bounces around
1,very meticulously but without any passion
2,on empathy
3,see the movie
0,a disastrous ending
2,marginally better shoot-em-ups
1,shot two years ago
2,female friendship that men can embrace and women
2,exclamation
2,The innate theatrics
2,underplays the long-suffering heroine
3,'s mildly interesting to ponder the peculiar American style of justice that plays out here
2,recreated by John Woo in this little-known story of Native Americans and their role in the second great war
2,J. Barry
2,free-wheeling
3,they engage and even touch us
2,out midway
2,is Japanese
2,is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .
2,source novel
1,more frustrating
3,be most in the mind of the killer
1,derisive
2,begins to resemble the shapeless
2,'s replaced by some dramatic scenes that are jarring and deeply out of place in what could have -LRB- and probably should have -RRB- been a lighthearted comedy
3,satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action
2,Wittgenstein and Kirkegaard
2,go out on a limb
3,the memorable character creations
2,fide
3,that it emerges as another key contribution to the flowering of the South Korean cinema
0,is more frustrating than a modem that disconnects every 10 seconds .
1,cheap scam
2,beasts
1,all the bouncing
1,blandness
2,`` Clockstoppers
3,My Wife 's plotting is nothing special ; it 's the delivery that matters here
2,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .
3,manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in
2,countless filmmakers
1,cumbersome
3,a rounded and revealing overview of this ancient holistic healing system
1,desperation
2,flashes
2,movie mojo
2,more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB-
1,unexplainable
2,Randall Wallace film
2,` Manhunter '
2,a somber trip worth taking
2,the Intermezzo strain
1,Horrendously
2,Cage 's
2,filmmaking
3,keep - 'em
2,recording industry
2,shop
2,shiny
1,the chatter of parrots raised on Oprah
2,the pantheon of Billy Bob 's body of work
2,a tradition-bound widow
2,all ages --
2,` urban drama
2,refusing
2,give Pinochet 's crimes
2,peanut butter
2,that incorporates so much
0,an excruciating film
2,between art and commerce
2,this film you 'll know too
2,the experiences
3,more watchable
3,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .
2,Christmas Future for a lot of baby boomers
2,into Austen
4,enjoyably over-the-top
1,virtually impossible
2,the uneven performances
1,Borrows from other movies like it in the most ordinary and obvious fashion .
2,action sequences
0,has neither the charisma nor the natural affability that has made Tucker a star
0,Aggravating and tedious
1,that does not move
1,wildcard
2,liberation movement
4,in a joyous communal festival of rhythm
2,afflicts so many movies about writers
0,it 's not a very good movie in any objective sense
2,The English Patient and
3,radioactive hair
2,it were subtler
3,Nice piece of work
2,its own viability
3,A frustrating yet deeply watchable melodrama
2,it was hot outside and
4,most multilayered and sympathetic female characters
2,view
0,Highly uneven and inconsistent
1,to remake Sleepless in Seattle again and again
2,referred to
2,flash that loneliness can make people act weird .
2,week 's
3,starts with a legend
2,crafted here
2,knocks
2,practice
1,badness that is Deuces Wild
1,Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .
1,insufferable ball
2,can not be faulted
0,bland animated sequel
2,deeply and
3,from `` promising ''
3,has an odd purity that does n't bring you into the characters so much as it has you study them .
2,is just what you get
2,of this type
3,Iwai 's gorgeous visuals
2,waterlogged version
2,to be the purr
1,overladen with plot conceits
2,the tides
1,be most effective if used as a tool to rally anti-Catholic protestors
2,'s all gratuitous
2,'ve ever seen in the many film
1,the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off
2,when Carol Kane appears on the screen
0,Thumbs down .
2,zips along with B-movie verve
0,The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .
2,There has been a string of ensemble cast romances recently ... but
1,'s undeniably hard to follow
3,of veracity and narrative grace
3,Swept Away '
2,have heard before
2,most American
0,is just as ill-fitting as Shadyac 's perfunctory directing chops
3,thrives on its taut performances and creepy atmosphere
3,whimsical comedy
2,the plot should be
2,the hands
2,Shum 's
4,that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half
2,perpetual pain
4,that most frightening of all movies --
1,did I miss something ?
2,released in this condition
2,if Ohlinger 's on the level or merely
2,from the pack
3,Big Bad Love
3,any sexual relationship that does n't hurt anyone and works for its participants
3,the timeless spectacle
3,has a brain
2,Not exaggerated
3,get all five
2,in explicit detail
4,makes you crave Chris Smith 's next movie
3,overcome his personal obstacles and become a good man
4,makes a wonderful subject for the camera
2,Capra
2,does n't this film have that an impressionable kid could n't stand to hear ?
2,scruffy
3,persistence that is sure to win viewers ' hearts
2,!? '
0,to justify the embarrassment of bringing a barf bag to the moviehouse
2,Possession
2,drinker
1,Dismally dull sci-fi comedy
2,1991 dog Rover
1,plain wacky implausibility
2,flick any day of the week
3,intermittently wise
3,Smoke Signals
2,him sing the lyrics to `` Tonight
2,cartoonish
3,is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .
2,steadily building up to the climactic burst of violence
1,'s not life-affirming -- its vulgar
2,of those war movies
2,Celebi could take me back to a time before I saw this movie
2,Lilia 's journey
2,for the cable-sports channel and its Summer X Games
2,A biopic about Crane 's life in the classic tradition
1,emotionally manipulative and sadly imitative of innumerable past Love Story derisions
2,an unresolved moral conflict jockey
2,does n't offer any easy answers
3,are also
1,seem to have been conjured up only 10 minutes prior to filming
3,tackled a meaty subject
1,to disguise it as an unimaginative screenwriter 's invention
2,aims for poetry
2,gone-to-seed
2,behind-the-scenes navel-gazing Kaufman
3,of great monster\/science fiction flicks
3,Runs on the pure adrenalin of Pacino 's performance
3,is hypnotic
3,soulful and
2,make a guest appearance to liven things up
1,Blandly
3,taking place
0,an expiration date passed a long time ago
2,central wedding sequence
3,for a touching love story
2,the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '
1,like shooting fish in a barrel
2,the project surrounding them
1,... its three-hour running time plays closer to two .
2,nearly enough of the show 's trademark
1,#NOM?
2,Jolie 's performance
2,Alternates
2,one is
3,in various wet T-shirt and shower scenes
2,rise
3,have found a cult favorite to enjoy for a lifetime
2,can refuse
2,Idemoto and
2,Rorschach test
2,Loosely speaking
2,is hardly
0,Grating and tedious
0,itself is just SOOOOO tired .
3,from laugh-out-loud
3,will guarantee to have you leaving the theater with a smile on your face
3,gentle and engrossing
2,old crank
2,the grayish quality
2,up the Pieces
3,cool event
2,his character 's deceptions
1,Saddled with an unwieldy cast of characters and angles
2,The film 's constant mood
2,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?
3,continues her exploration of the outer limits of raunch with considerable brio
2,all-inclusive
2,is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period
2,overtly
2,its name
1,doubt that Peter O'Fallon did n't have an original bone in his body
3,freedom to feel contradictory things
1,can only be described as sci-fi generic
2,take me
2,can not even
2,reside
2,freshly considers arguments the Bard 's immortal plays
3,romanticized rendering
2,love story for those intolerant of the more common saccharine genre
2,a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain
1,the surprisingly shoddy makeup work
3,`` wild ride ''
2,at teenage boys
3,Great over-the-top moviemaking if you 're in a slap-happy mood
2,you to believe
4,the year 's best and most unpredictable comedy
4,breathtaking adventure
2,with the hot Oscar season currently
2,occasionally bewildering
2,the beloved-major
2,mill
1,is too long with too little going on
2,acted by Diane Lane and Richard Gere
3,than special effects
2,meanspirited
1,makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything
4,It sends you away a believer again and quite cheered at just that .
2,the back row
2,bought
2,rap
1,does n't have a passion for the material
2,the con and the players
2,Caruso sometimes descends into sub-Tarantino cuteness ... but
2,mental gullets
1,have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys
3,fairly solid -- not to mention
2,a social injustice
3,April
2,T -RRB-
3,on a board
1,the negative and the script
1,ca n't remember a single name responsible for it
2,Naqoyqatsi
2,any definitive explanation
2,contraption
1,can tell almost immediately that Welcome to Collinwood is n't going to jell
3,make a convincing case for the relevance of these two 20th-century footnotes
0,But one thing 's for sure : It never comes close to being either funny or scary .
2,Bridget Jones 's Diary
3,A virtual roller-coaster ride of glamour and sleaze
2,a little more dramatic tension
3,satisfying movie experience
2,where Changing Lanes is going to take you
3,It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .
3,surprises
2,movie star
2,casual moviegoers
2,fifties
4,One of the best movies of the year
2,is neither a promise nor a threat so much as wishful thinking
2,backstage bytes of information
2,Yong
1,strip-mined the Monty formula mercilessly since 1997
2,at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once
2,into a movie career
1,own pretentious self-examination
1,all the halfhearted zeal
2,'s Something About Mary co-writer Ed Decter
1,do n't know if Frailty will turn Bill Paxton into an A-list director
1,when she should be building suspense
2,giggly little story
2,the oddest and
2,American Dream
4,with plenty of entertainment value
3,a meditation on the deep deceptions of innocence
2,savour
3,turning one man 's triumph of will into everyman 's romance comedy
1,faked
2,like one
2,nothing remotely topical or sexy
2,Lonely Boy
1,Viewers of Barney 's crushingly self-indulgent spectacle
2,share her one-room world for a while
2,should be most in the mind of the killer
1,shave ice without the topping
1,rank
2,strike
2,Every sequel
2,Under Siege 3
1,oo many of these gross out scenes
2,film noir movie
2,Four Weddings and
3,the darling of many a kids-and-family-oriented cable channel
2,possesses its own languorous charm
2,a prism
3,a solid movie about people whose lives are anything but
2,S1M0NE
2,its undoing
2,shout
2,as many subplots
2,a watercolor background
1,appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB-
2,ca n't handle the truth '' than High Crimes
2,goes nowhere
3,create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time
2,the uninitiated
2,outs
2,classy in a '60s
0,fall fast asleep
2,Oedekerk
2,a suitcase full of easy answers
1,a few cheap shocks
3,the pre-teen crowd
2,have ever seen
3,an act of spiritual faith
1,be madcap farce
3,create something original
2,a comedy or serious drama
2,from the Girls ' big-screen blowout
3,Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . '
2,the expected flair or
1,is very slow -LRB- for obvious reasons -RRB-
1,to Jimmy 's relentless anger
2,whip life
4,blazingly alive and admirable on many levels
2,An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .
1,tragic deaths
1,self-deprecating stammers
2,striking a blow
2,aspects
2,Cinematic pyrotechnics
2,for the 100-minute running time
2,produced this project ...
2,Chelsea
2,restage
1,as the way Adam Sandler 's new movie rapes
1,McGrath
1,when you wish that the movie had worked a little harder to conceal its contrivances
2,a hairdo
1,dwindles
2,throwing up his hands
2,to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy
2,to those of us
2,he made Swimfan anyway
1,only without much energy or tension
2,the huge stuff in life
3,satire and childhood awakening
2,that ...
3,for the earnest emotional core
2,China 's
3,an admirable reconstruction of terrible events
1,illustrates why the whole is so often less than the sum of its parts in today 's Hollywood
3,Soderbergh faithful
2,regurgitates and waters
4,Holm is terrific as both men and Hjejle quite appealing
1,even more indistinct
1,lift the material from its well-meaning clunkiness
4,open-hearted film
3,: very small children who will be delighted simply to spend more time with familiar cartoon characters .
1,a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
4,The writing is clever and the cast is appealing
2,the durable best seller Smart Women
2,central story
2,In a word : No. .
3,expertly plucking tension from quiet
2,with more care
1,its leaden acting
2,hammer home
2,classic romantic comedy
2,whose fate
3,genteel yet decadent
2,matinee
3,of faith just
2,of going where no man has gone before
2,Personally
2,horror genre
4,there is a great deal of fun .
2,a long workout
3,between two gifted performers
3,some of the dramatic conviction that underlies the best of comedies
2,threw medical equipment
2,WWII
1,It 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious
2,twinkly-eyed close-ups and
4,brilliantly constructed work
2,into something
2,exists only
3,83 minute
2,of Gator-bashing
2,Chick cartoon tracts
2,the Cotswolds
2,from floating away
2,#NOM?
2,by James Spader and Maggie Gyllenhaal
2,faced and
2,the opening scenes
1,has done too much
2,for decades
2,walking
0,has already reached its expiration date
3,genuinely moving
2,Copenhagen neighborhood
3,treasure chest
3,eat the whole thing up
1,described as a ghost story gone badly awry .
2,of the players
2,that HIV\/AIDS is far from being yesterday 's news
2,beings
1,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .
1,is a gory slash-fest
2,Although the film boils down to a lightweight story about matchmaking
2,the corporate stand-up-comedy mill
0,do n't get paid enough to sit through crap like this .
2,Donovan ...
2,irreverent
3,for great cinema
1,a pretentious and ultimately empty examination of a sick and evil woman .
1,loses all bite on the big screen
2,is so pedestrian
1,distorts reality for people who make movies and watch them
3,beautifully costumed
2,some of those
3,quibble with a flick boasting this many genuine cackles
3,A sly dissection
1,in the worst sense of the expression
2,some -LRB- out-of-field -RRB-
4,distinguished and thoughtful film
3,'ll cheer .
1,than sketches ... which leaves any true emotional connection or identification frustratingly out of reach
1,A ` Girls Gone Wild ' video
2,of watching this 65-minute trifle
0,pull his head out of his butt
2,Charles
2,myopic mystery
2,get this thing
2,are just too many characters saying too many clever things and getting into too many pointless situations .
0,'s nothing remotely triumphant about this motion picture .
3,Candid
3,powerful and reasonably fulfilling gestalt
2,in all its forms
3,the film has in Kieran Culkin a pitch-perfect Holden .
2,89
2,a two-way time-switching myopic mystery
0,a failure as straight drama
2,here and there
2,lowbrow outing
2,little puddle
2,vehicle
2,There 's much tongue in cheek in the film and
2,Fairies
2,any shivers
2,than people
3,delivered in grand passion by the members of the various households
2,underwater ghost stories
2,exploring motivation
2,than the first one
0,An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films
2,is easier to swallow than Julie Taymor 's preposterous Titus
3,idealism
1,without any more substance ...
2,the Bermuda Triangle
3,possibly will enjoy it
2,the two-drink-minimum crowd
3,enjoyed it just
1,'s extremely hard to relate to any of the characters
3,with humour and lightness
0,should scare any sane person away
2,ca n't tear himself away from the characters
2,brought something fresher to the proceedings simply by accident
2,works on the whodunit level as its larger themes
1,is about as humorous as watching your favorite pet get buried alive .
2,diction
2,Cassavetes
1,is broken by frequent outbursts of violence and noise .
2,know something terrible is going to happen .
3,the love of family
1,'s got to be a more graceful way of portraying the devastation of this disease
1,bland Hollywood romance
1,if it had just gone that one step further
2,physical and psychological barriers keep the sides from speaking even one word to each other
2,more important
1,it 's also not very good .
2,girl-on-girl
2,Boyz
2,let
4,Promises is one film that 's truly deserving of its Oscar nomination .
1,is supposed to be madcap farce .
2,no substitute
2,of Carmen
2,exalts
0,had to sit through it again
1,not enough fizz
2,A bit too derivative to stand on its own as the psychological thriller it purports to be .
0,bad behavior
3,capturing the innocence and idealism of that first encounter
3,the funniest and most accurate depiction of writer
2,underscore the action
0,being cast in action films when none of them are ever any good
2,the sparse instances
1,It 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .
3,can write and deliver a one liner as well as anybody .
2,lived
1,every one -LRB- and no one -RRB-
2,something American and European gay movies
4,undeniably fascinating and playful fellow
3,has the uncanny ability to right itself precisely when you think it 's in danger of going wrong
2,wrestler Chyna
2,mythologizing
2,work --
3,it might deliver again and again
2,like dying and going to celluloid heaven
2,Anthony Hopkins is in it
2,you might have guessed
2,As a hybrid teen thriller and murder mystery
3,organic intrigue
2,exterior
3,putting together any movies of particular value or merit
1,is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .
2,that a curious sense of menace informs everything
2,smutty guilty
2,Nakata
2,works out his issues
2,short of indulging its characters ' striving solipsism
1,induce sleep than fright
1,struck me as unusually and unimpressively fussy
2,conceptions
2,the ages
2,will be baffled
0,cowardly
2,Spielberg
2,all that jazz
2,'s a long way
2,familiar and
2,values than in Extreme Ops
2,given relatively dry material
2,two-wrongs-make-a-right
0,very ugly
2,video game
2,a solid
3,got it right
2,the cops
3,for all ages -- a movie that will make you laugh
1,next to little insight
1,the absurdity
2,between the leads
2,Light the candles
2,Kapur 's contradictory feelings about his material
3,as graceful
3,classy
4,refreshes the mind and spirit along
2,day-old shelf
0,It 's loud and boring
2,hardass
2,impair
2,a sensitive young girl
1,Pinochet 's victims
2,many dodges and turns
2,reached
4,timeless
0,it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything
2,sometimes baffling and
2,of an after-school TV special
2,the screen --
2,the storyline and
2,While obviously aimed at kids
1,you just do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .
1,gives a good performance in a film that does n't merit it
3,it nonetheless sustains interest during the long build-up of expository material .
3,humanizing
1,of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly
2,been-told-a
3,powerful moments
2,is long on glamour and short on larger moralistic consequences
2,non-Bondish
2,comes to fruition in her sophomore effort .
2,be taken seriously
2,adept direction
2,nevertheless
1,It squanders Chan 's uniqueness ;
2,The subtitled costume drama
2,Fence
3,master craftsmen
2,explores the friendship between five Filipino-Americans and their frantic efforts to find love
2,of gritty realism and magic realism with a hard-to-swallow premise
3,dutifully pulling on heartstrings
3,fall 's
1,Even the hastily and amateurishly
3,to his son 's home
2,it still wo n't feel like the longest 90 minutes of your movie-going life
2,the harder
4,a powerful and reasonably fulfilling gestalt
3,conquers
1,why this did n't connect with me would require another viewing
2,coming through
2,drive a little faster
2,Director Tom Dey
2,director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB-
4,is exceedingly pleasant
2,Steamboat Willie
2,Cox
2,macabre and very
0,wore out its welcome with audiences several years ago
2,of the fun
1,movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics
1,lost in the translation
2,the little things right
2,- however well intentioned -
1,be warned
2,like about Men With Brooms and what is kind of special
3,bubbles with the excitement of the festival in Cannes
2,growing
2,where Ararat went astray
2,The Sum of All Fears
2,whole film
2,inside '
2,be classified as a movie-industry satire
2,'s stuff here
2,Frank Capra
1,slopped ` em together
2,great expectations
2,wonder if Lopez 's publicist should share screenwriting credit
3,is a great yarn
2,The Tuxedo
3,brings a beguiling freshness
2,bought from telemarketers
2,repetition than creativity
3,entertainment .
3,#NOM?
3,which is powerful in itself
3,make the stones weep --
3,at his most sparkling
2,from the simple fact
2,treats conspiracy
1,much of the film with a creepy and dead-on performance
1,inoffensive
2,a late-summer surfer girl entry
2,try and evade your responsibilities
3,anticipated
2,to kids or adults
2,not too fluffy
3,works out
2,it is .
0,'s hard to understand why anyone in his right mind would even think to make the attraction a movie
2,subtly kinky bedside vigils
1,Goldmember has none of the visual wit of the previous pictures
2,about fathers
2,components
3,entirely irony-free zone
3,with a light -LRB- yet unsentimental -RRB- touch
2,a few chuckles
2,a speed
2,something American
2,favor of mushy obviousness
2,ever-growing
2,by its moods
0,plainly dull and visually ugly
0,ill-conceived and expensive project
2,the Halloween series
2,with a crucial third act miscalculation
1,does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza
2,lists and
2,by movies ' end
3,with such clarity
2,The Ghost and
4,reflective and beautifully
2,by the film 's austerity
3,solid formula
2,postapocalyptic setting
2,wide-angle shots
2,Swedish fillm
1,sugar-coated Rocky
2,this movie for
4,extravagant
1,A reworking of Die Hard and Cliffhanger
0,has squeezed the life out of whatever idealism American moviemaking ever had
1,... although this idea is `` new '' the results are tired .
1,while the highly predictable narrative falls short
2,Berling
2,Several of Steven Soderbergh 's earlier films
3,photographed and beautifully
2,Banderas
3,sometimes both
1,A brutally dry satire of Middle American numbness .
2,deals with its story
2,the Ya-Yas
4,is a treat
1,unimpressively
2,15th
1,no particular bite
2,of the crime expertly
3,the spotlight
2,taking the kids to
1,sulky teen drama and
3,If you do n't laugh
3,are kinetic enough to engross even the most antsy youngsters
1,slobbering
1,annoyed me most about God is Great
1,employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .
2,in really rattling the viewer
2,a great shame
2,Ms. Griffiths and Mr. Pryce
3,consistently surprising
2,for Milder Is n't Better
1,no level whatsoever for me
3,deeper every time
1,a sales tool
0,trailer-trash style
2,Everlyn Sampi
1,part because the consciously dumbed-down approach wears thin
2,viewer
3,people can connect and express their love for each other
2,a tough beauty
0,very insecure
3,good news
2,the core of this slight coming-of-age\/coming-out tale
2,rogue CIA
2,the high-buffed gloss
2,director Adrian Lyne
3,to overcome his personal obstacles and become a good man
3,some success with documentaries
2,identity and alienation
2,#NOM?
3,beloved genres
2,in the flip-flop of courtship
2,to swallow than Wertmuller 's polemical allegory
1,likely to cause massive cardiac arrest if taken in large doses
3,of his sweetness and vulnerability
3,the promise of excitement
3,Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces
2,Newcomer
4,the ultimate movie experience
3,cheering
3,best and most
3,` just letting the mountain tell you what to do
2,you
2,Falls short in explaining the music and its roots .
4,A fine production with splendid singing
3,a fairly disposable yet still entertaining B
3,will have you at the edge of your seat for long stretches
3,Art-house to the core
0,wane to an inconsistent and ultimately unsatisfying drizzle
2,all the sympathy
3,big heart
2,than ` Magnifique ' .
2,deal
2,at the rapidly changing face of Beijing
2,to comfortable territory
2,failed him
2,was produced by Jerry Bruckheimer and directed by Joel Schumacher
2,appearing
1,mumbles his way through the movie .
2,East-vs .
1,with the impression that you should have gotten more out of it than you did
4,Red Dragon rates as an exceptional thriller .
4,coupled with pitch-perfect acting
2,'s a fairly straightforward remake of Hollywood comedies such as Father of the Bride
2,Goldman
2,Winger fans
2,with more questions than answers
2,gets me where I live
2,separation and
2,affects
2,be a romantic comedy
0,is n't an ounce of honest poetry in his entire script
1,the film 's lamer instincts
3,will not disappoint anyone who values the original comic books
1,'s already a joke in the United States .
0,is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance
2,warm and
2,an orange prison jumpsuit
1,so clumsily sentimental
3,allows each character to confront their problems openly and honestly .
2,teen-oriented variation
1,this claustrophobic concept
2,turn out
2,Sommers
2,their resemblance to everyday children
1,the screenplay by Billy Ray and Terry George leaves something to be desired .
2,the Big Boys in New York and L.A.
2,screenplay or something
2,its familiar subject matter
2,original New Testament stories
3,one film
2,rather than one
2,of it all or its stupidity or maybe even its inventiveness
2,seven bucks
2,cashing in on his movie-star
2,Only at the prospect of Beck 's next project
2,wattage
3,The effort is sincere
2,the central role
2,few modest laughs
2,tougher picture
2,A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .
1,'s no fizz
2,the actress and director Peter Kosminsky never get the audience to break through the wall her character erects
4,touching and tender
2,so many lives
2,the entire history
2,defiance over social dictates
2,described as I Know What You Did Last Winter .
3,could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation
2,the only
2,is your stomach grumbling for some tasty grub
1,matter how much he runs around and acts like a doofus
2,Young Everlyn Sampi
2,provide a reason for us
2,rivals
1,for a silly hack-and-slash flick
2,the character
2,Morton 's
3,marveling at these guys ' superhuman capacity to withstand pain
2,faith and madness
2,of childhood imagination
4,send audiences out talking about specific scary scenes or startling moments
2,so frequently
3,has something fascinating
4,has succeeded beyond all expectation
1,An inelegant combination of two unrelated shorts that falls far short
3,Blessed with a searing lead performance
2,many complicated
1,slow down
3,some soul
2,Cassel
2,justice served
3,Deep intelligence
3,you come to believe that Nachtwey hates the wars he shows and empathizes with the victims he reveals .
1,extremely languorous rhythms
2,Schneider and director Shawn Levy
2,oversized
1,overproduced
2,in our lives
2,the formulaic equations
2,of the book
3,is a frighteningly fascinating contradiction
3,a flair for dialogue comedy
1,`` un-bear-able '' project
2,followed
2,than a traditionally structured story
2,Aurelie and
2,will be anything but
1,the plot is both contrived and cliched
3,leaves you intriguingly contemplative
1,weaknesses
2,explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
2,with a more original story instead of just slapping extreme humor and gross-out gags
2,finding the filling missing
2,properly
2,thought in his head
0,It 's Pauly Shore awful .
2,with the victims he reveals
2,if she had to sit through it again
2,forced than usual
3,reassures us that he will once again be an honest and loving one .
1,a fan of the phrase ` life affirming ' because it usually means ` schmaltzy
0,damaged-goods
3,Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama
3,entertaining enough and worth
3,today 's hottest and
1,dogs who are smarter than him
2,a prim widow who finds an unlikely release in belly-dancing clubs
3,of inspiration
1,to pack raw dough in my ears
1,trapped and
2,of these two 20th-century footnotes
2,Bloody Sunday
2,the sugar coating
0,Bad '' is the operative word for `` Bad Company
2,live
0,gags and
2,penchant
0,is so deadly dull that watching the proverbial paint dry would be a welcome improvement
2,smarter and
2,Tu
2,the pay-off
1,deeply biased
2,With more character development this might have been an eerie thriller
1,will probably never achieve the popularity of My Big Fat Greek Wedding
2,requires the enemy to never shoot straight
2,'s really more of The Next Pretty Good Thing
2,this particular South London housing project
2,at the feet
2,a standup comedian
2,Romanek 's themes
1,a peculiar malaise that renders its tension
2,in the history of our country
2,the tiniest details
1,Bottom-rung New Jack City wannabe .
2,about other
2,the blood
2,Jaglom
2,Michelle Hall
3,adult world
2,goods and audiences
2,the big-screen experience
2,we 're in All of Me territory again
1,puts them into a battle of wills that is impossible to care about and is n't very funny
2,Bill
2,hardened voyeur
3,Heartwarming and
1,Hell is -RRB- looking down at your watch and realizing Serving Sara is n't even halfway through .
2,libidinous
2,This method
1,the picture 's cleverness is ironically muted by the very people who are intended to make it shine .
2,pasta-fagioli
2,mild sexual references
2,set in the late 15th century .
2,worked too hard
2,in the voices of men and women
3,chilling style
2,inadvertently
4,There 's an epic here
2,Adam Rifkin
1,Laced
2,watch them
1,dullness
2,quickie
3,A forceful drama
2,celebrityhood
1,a so-called ` comedy '
2,of the time
1,endless
3,passably
4,be viewed and treasured for its extraordinary intelligence and originality
3,good video game movie
2,served as executive producer
0,long and relentlessly saccharine film
2,about an affluent damsel in distress who decides to fight her bully of a husband
2,Corcuera
2,pulled
2,Claims
2,storyteller
3,delivers the goods
1,inept
3,in a series of achronological vignettes whose cumulative effect is chilling
2,boffo
2,Evil Dead
2,in Santa Claus
2,Kenneth Branagh 's
2,in emotional texture
0,Colin Hanks is in bad need of major acting lessons and maybe a little coffee .
2,To Blandly Go Where We Went 8 Movies Ago
2,his back
2,ballet
