class_index,review_text
1,the mill sci-fi film with a flimsy ending
1,of a therapy session brought to humdrum life by some Freudian puppet
3,a movie theatre
2,of its slender
4,I 'd watch these two together again in a New York minute .
1,unlikable characters and a self-conscious sense
0,will make you wish you were at home watching that movie instead of in the theater watching this one
3,romp from Robert Rodriguez .
3,old-fashioned but emotionally stirring
3,in a more ambitious movie
2,the giant screen and
1,becomes long and tedious
2,last act
2,exude
2,the undead action flick formula
1,for sick humor
3,refreshingly forthright
2,runs a mere 84 minutes
2,blame
2,burnt
2,limbo
3,Give credit to everyone from Robinson down to the key grip
0,is an all-time low for Kevin Costner .
3,allows his cast the benefit of being able to give full performances ...
2,are standard procedure
2,the viewer with so many explosions
2,few will bother thinking it all through
2,Serrault
2,should ask for a raise
2,who do n't entirely ` get ' Godard 's distinctive discourse
2,with moist eyes
2,larky
4,Conceptually brilliant
4,emotionally strong and politically potent piece
2,to keep parents away from the concession stand
2,and Bridget Jones 's
1,relied too much on convention
2,the great equalizer
2,the play
3,the top and movies
2,Arnold vehicle
2,artnering Murphy with Robert De Niro for the TV-cops comedy Showtime
3,the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .
0,unbearably lame .
1,thin soup
2,to decide if you need to see it
4,Payne has created a beautiful canvas
2,Madonna 's cameo
1,sting like bees
2,Sydow
1,without much interest in the Elizabethans
2,of being playful without being fun
1,the entire exercise has no real point
2,Hour kinda
2,discretion
4,in luminous interviews and amazingly evocative film from three decades ago
0,becomes instead a grating endurance test
2,offers just enough sweet and traditional romantic comedy to counter the crudity
2,a 50-year friendship
2,Never once
1,Craven endorses They simply because this movie makes his own look much better by comparison
2,hokey art house pretension .
2,genre .
2,-LRB- Sabara -RRB-
3,at little kids but with plenty of entertainment value
3,Do n't Ask
2,the preachy Circuit turns out to be
0,an ungainly movie
2,sadness that pours into every frame
2,the darker side
3,that made the original Men in Black such a pleasure
2,rocks
3,he gives the story some soul
2,better satiric
0,Men in Black II achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as Whiffle-Ball epic
2,while the world 's democracie
4,Take Care is nicely performed by a quintet of actresses
2,watching an Alfred Hitchcock movie after drinking twelve beers
2,Father of the Bride
1,to do justice to either effort in three hours of screen time
3,This real-life Hollywood fairy-tale
3,as brave and challenging as you could possibly expect these days from American cinema
0,complete moron
2,Paul Cox
2,an episode
2,the next
1,begins to fade from memory
1,in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title
1,disservice
2,standard guns versus martial arts
2,unread
2,the structure of relationships
2,ultra-provincial
2,giants
2,the price of admission
3,the raw comic energy
4,the most savory and hilarious guilty pleasure
1,few sequels
3,respective charms
2,Statham
3,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing
2,punctuated by flying guts .
3,Engages us
0,is just lazy writing
2,serials
1,rolled down a hill in a trash can
3,clean
2,jazz
1,a visual flair that waxes poetic far too much for our taste
3,the gentle and humane side
3,Letterman with a clinical eye
2,whit more
2,'s less of a problem
2,the fact that this film was n't as bad as I thought it was going to be
3,best-selling
2,seems to want to be a character study
2,underbelly
3,decent gags
2,initial excitement
2,involving as individuals rather than types
3,is a trove of delights
2,The sight of the spaceship on the launching pad
2,with the mayhem in Formula 51
2,immediacy
2,loop
3,who is drawn into the exotic world of belly dancing
2,avoids all the comic possibilities of its situation
2,playfulness
3,affirming '
3,it more closely resembles this year 's version of Tomcats
1,Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a
2,maze
1,lowly studio hack
2,churns
2,Crazy as Hell
2,empathy for its characters
3,Disney classic
1,ame and unnecessary
2,the easy Hollywood road
2,psychedelia
2,of impact on me these days
3,good-natured and never dull
1,that sometimes falls
2,it emulates
2,its own right
3,of heart or conservative of spirit
1,deteriorates into a protracted
3,was as graceful
0,of bad animation and mindless violence
2,mud
1,forget
2,is not nearly as dreadful as expected
2,that life
2,ai
2,of English
4,since its poignancy hooks us completely
2,In IMAX in short
2,whose pieces
2,since Graffiti Bridge
1,combat hell
3,Little Mermaid
1,Jerry Bruckheimer 's putrid pond
2,'s meet at a rustic retreat and pee against a tree
2,be interesting
2,does have a gift for generating nightmarish images that will be hard to burn out of your brain .
2,remade for viewers who were in diapers when the original was released in 1987 .
4,Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year
2,needs to be
3,to life in the performances
2,Auto Focus is not your standard Hollywood bio-pic .
2,as graphic
3,enhance
2,The high-concept scenario
2,unapologetically
2,brawn
3,creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries
2,two separate crises
4,its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
3,more entertaining
2,its cause
1,the depths to which the girls-behaving-badly film has fallen
3,a greater knowledge
2,realistic
2,about Girls
4,offering fine acting moments
2,pink slip
2,a simplistic narrative
2,acute
1,go back and choose to skip it
3,robust and scary
2,the spinning styx sting like bees
3,the story compelling
2,obviousness
2,leading lives of sexy intrigue
2,a hundred of them
4,never loses its ability to shock and amaze .
1,screwball ideas
2,depth or sophistication
0,a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest
2,looking for their own Caddyshack
1,tired old vision
1,falls down in its attempts to humanize its subject
2,war movie compendium
2,The doofus-on
2,feel help
2,of trifle that date nights were invented for .
2,fabuleux destin
2,of this debut venture
3,of gold
1,out-outrage
3,seem authentic
2,between good and evil
2,behave
2,by linking the massacre
2,both stars
2,date
1,largely unfunny
3,affirming
2,that governs college cliques
2,could be a single iota worse
2,Michel Gondry
2,numerous scenes
2,either a longtime Tolkien fan or a movie-going neophyte
3,spare dialogue and acute expressiveness
2,to homosexuality
2,The strength of the film
2,afraid to risk American scorn
3,is n't dull .
2,gunplay
1,wholly unnecessary
2,Singer\/composer Bryan Adams contributes a slew of songs
2,his personal cinema
2,delivers the same message
2,be what 's attracting audiences to Unfaithful
2,To those who have not read the book
2,chiefly
2,of a Busby Berkeley musical
4,Oscar caliber cast
1,who is simply tired
2,fourth-rate Jim Carrey
2,to watch people doing unpleasant things to each other and themselves
2,hunky
2,what a movie can be
1,The bland
2,Tyco ad
2,its impact
2,Plympton
2,the mounting tension
3,sassy
2,rattling noise
1,are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?
2,pessimistic
0,big letdown
2,about as
2,check it
3,of the audience other than to sit back and enjoy a couple of great actors hamming it up
4,fine effort
2,are anything
2,asleep
2,Its one-sidedness ...
1,dumb
4,solid piece
3,reassures us that he will once again be an honest and loving one
4,makes an amazing breakthrough in her first starring role and eats up the screen
2,Richard
3,Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .
1,it never bothers to question why somebody might devote time to see it
2,its merits
2,and Chris Sanders
0,loud and thoroughly obnoxious comedy
3,a no-bull throwback
2,conquer the online world
2,there to be a collection taken for the comedian at the end of the show
2,the young woman 's infirmity
2,Frank Novak
3,retains an extraordinary faith in the ability of images
4,is authentic
1,sex gags and prom dates
3,life affirming and heartbreaking
2,combine easily
2,mysteries
3,is barely
2,'s one big point to Promises
2,is all
2,sense of humor that derives from a workman 's grasp of pun and entendre and its attendant
2,snobbery is a better satiric target than middle-America
2,ends up more
0,Those of you who are not an eighth grade girl will most likely doze off during this one .
1,have returned from the beyond to warn you
0,genres that just does n't work
2,attacks
2,attractive without being memorable
2,vote
2,Phoenix 's
2,quietude
3,swooping down on a string of exotic locales
2,caught
2,unsolved murder
2,what matters
1,down by hit-and-miss topical humour
1,crawls along
2,Karim Dridi
2,Confounding because it solemnly advances a daringly preposterous thesis .
2,you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is
2,Star Trek : Nemesis
4,Schneider 's performance is so fine
2,kept much of the plot but
2,Benjamins '
3,draws us in
3,good old-fashioned adventure
3,Byler is too savvy a filmmaker to let this morph into a typical romantic triangle .
2,a novel thought in his head
2,had enough of plucky British eccentrics with hearts of gold
2,breadth
3,manage to be spectacularly outrageous .
2,enacted
4,brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .
2,eats up
2,Cannes Film Festival
1,is not even as daring as John Ritter 's glory days
2,resume
1,flattening its momentum with about an hour to go
3,do with imagination
3,is achingly honest and delightfully cheeky
3,leatherbound
2,intrusion
2,its examination
2,make any money
1,caricature
0,this crude
3,some of the best special effects
3,we delight in the images
2,would have had enough of plucky British eccentrics with hearts of gold .
2,A moving essay
3,a sure hand
2,the 110 minutes of `` Panic Room ''
1,the very hollowness of the character he plays
3,a solid action pic
1,Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny .
4,those terrific documentaries
2,Damon
2,cogent defense
2,Ash Wednesday
2,take a rocket scientist
3,has a sure hand
3,eclipses
3,the film works as well as it does because of the performances .
3,having fun with it all
2,somebodies
3,uses lighting effects and innovative backgrounds
2,Bubba
3,its soul to Screenwriting
4,Features what is surely the funniest and most accurate depiction of writer 's block ever .
1,devolves into a laugh-free lecture .
2,at the price of popularity and small-town pretension in the Lone Star State
3,both a level of sophisticated intrigue and human-scale characters
2,speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking
3,Sexy Beast
2,knows its Freud
1,enough of plucky British eccentrics
3,of common sense
2,of its own quirky hipness
2,might not have noticed .
2,confirms
1,the desperation of a very insecure man
2,we get in FearDotCom
3,its characters and communicates something
2,its vintage schmaltz
1,dips key moments from the film
2,new Time Machine
3,simple title
2,Sorcerer
0,What 's most offensive is n't the waste of a good cast
3,cute alien
2,to be part of
2,Western foreign policy - however well intentioned -
2,I never thought I 'd say this
1,generates little narrative momentum
0,One lousy movie
3,to get anywhere near the story 's center
3,this engaging and literate psychodrama
2,does n't treat the issues lightly .
4,a very real and amusing give-and-take
2,'s a better actor than a standup comedian
1,too many scenes toward the end
2,about everything
2,high school social groups
3,Handsome and sincere but slightly awkward
2,of its points
0,'s an 88-minute highlight reel that 's 86 minutes too long .
3,the first half of Sorority Boys
4,stunning images and effects
2,younger set
3,will be plenty of female audience members drooling over Michael Idemoto as Michael
2,would
3,also happens to be good
2,you saw it on TV
1,of continuity errors
2,chump
3,as you peek at it through the fingers in front of your eyes
1,rush through
3,the capable Clayburgh and Tambor really do a great job of anchoring the characters in the emotional realities of middle age .
1,impossible to claim that it is `` Based on a True Story
3,it also happens to be the movie 's most admirable quality
2,is otherwise
1,us nothing new
2,Dave
1,puerile
0,the insipid script
2,TV show
2,fool you
1,after the most awful acts are committed
0,unsuccessful
2,It has no affect on the Kurds
1,ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff
4,is a superior horror flick
2,the kind of movie
2,terror by suggestion
3,utter cuteness
3,a more graceful way
1,feeble Tootsie knockoff .
2,examines general issues of race and justice
2,self-empowering schmaltz
3,delivers a game performance
0,baffled by Jason X.
1,with a tawdry B-movie scum
2,one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed
1,surely read The Catcher in the Rye but clearly suffers from dyslexia
2,the wit and revolutionary spirit of these performers and their era
2,spring-break orgy
3,once in a while a film
2,root for throughout
3,A well-done film
3,its own quirky hipness
2,human condition
3,oddly honest
1,The somber pacing and lack
3,deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill
2,pulled a muscle or two
3,more recent successes
2,all over
0,is DOA
1,loquacious and dreary piece
1,does n't make much
2,Sydney
1,'ll feel like you ate a Reeses without the peanut butter
3,uncanny skill in getting under the skin of her characters
3,managed to make its way past my crappola radar and find a small place in my heart
4,strong and convincing performances
2,a completist 's
2,this shower of black-and-white psychedelia
3,are up to the task
2,considerable brio
3,that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
1,another genre exercise
2,the pool
3,strong script
1,gross out the audience
2,uncover the truth and
3,shiny new bow
3,a stadium-seat megaplex
2,slipperiness
2,you appreciate the one-sided theme to Lawrence 's over-indulgent tirade
1,-- and it is n't that funny .
3,Amazingly dopey .
2,visual imagination
2,a procession
3,cute and cloying
3,achieves its main strategic objective :
3,see a romance this smart
4,the best script that Besson has written in years .
2,the flip-flop of courtship
2,soggy near miss
3,delicious dialogue
4,95 often hilarious minutes
2,will just as likely
2,Liza
2,make Enough
2,Amy
3,strokes the eyeballs
1,Frailty '' starts out like a typical Bible killer story
3,sharp and quick
4,this was your introduction to one of the greatest plays of the last 100 years
2,is in there somewhere .
0,It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition
2,of spontaneous intimacy
1,Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .
3,its storytelling prowess
3,but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history
0,'s not particularly well made
2,developed some taste
2,spectrum
2,to the story line
3,it does not attempt to filter out the complexity
1,maladjusted teens in a downward narcotized spiral
3,loves both dance and cinema
3,is plenty fetching enough
3,of elaborate and twisted characters
2,their lungs
3,be smarter and more diabolical than you could have guessed at the beginning
3,The film oozes craft .
1,is lacking any real emotional impact
2,an indulgent
2,understands the need for the bad boy
3,the still-inestimable contribution
3,sets this romantic comedy apart
2,Nuttgens
2,spans
3,apparent joy
1,faint of heart or conservative of spirit
2,famine
0,Storytelling fails to provide much more insight than the inside column of a torn book jacket .
3,a torrent
2,of perpetual pain
1,blows
3,the heart and
1,The film can depress you about life itself .
2,purpose or
2,of fiction
2,Tres Greek writer and
3,sit through it all
2,for years
1,no idea of it is serious
1,do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .
0,'s supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .
2,for pay per view or rental
3,find an enthusiastic audience
2,Every moment
2,of your local video store for the real deal
2,another film
2,less of a problem
1,this poor remake
1,does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection
2,the most trouble
2,street gangs and turf wars in 1958 Brooklyn -- stale cliches
1,the empty stud knockabout
2,qatsi ' trilogy
2,what associations you choose to make
2,you could possibly expect these days from American cinema
2,the prospect of the human race splitting in two
1,supposed to be a romantic comedy
2,confines
2,of the mill sci-fi film with a flimsy ending and lots of hype
2,strictly speaking
3,matches the page-turning frenzy
2,in touch
2,to air on pay cable to offer some modest amusements when one has nothing else to watch
1,no teeth
2,fifth Trek flick
3,be of interest primarily to its target audience
1,into this somewhat tired premise
2,about our infantilized culture that is n't entirely infantile
2,are anything but
2,a wish
2,loquacious videologue
0,Most of the storylines feel like time fillers between surf shots .
2,wit and artifice
2,its message resonate
3,higher level
2,is now outselling the electric guitar
2,the ties
3,delightful stimulus
2,profoundly devastating
2,all the Halloween 's
4,so funny
2,surround Frankie
2,people who take as many drugs as the film 's characters
3,a nice change
2,the movie 's narrative hook
2,of Lina Wertmuller 's 1975 eroti-comedy
2,Shawn Levy
2,adoring
2,failing to provide a reason for us to care beyond the very basic dictums of human decency
1,deception
1,'d bother watching past the second commercial break
2,Doug Pray 's
2,it works under the direction of Kevin Reynolds
3,about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones
2,carved their own comfortable niche
2,far less about the horrifying historical reality
2,it all
3,large rewards
3,difficult to spot the culprit early-on in this predictable thriller
3,be mildly amusing
3,managed to convey a tiny sense of hope
2,subtitled costume drama
2,the cornpone and the Cosa Nostra
3,Soderbergh is n't afraid to try any genre and to do it his own way .
2,has already reached its expiration date .
2,that are married for political reason
2,suffering a sense-of-humour failure
2,back in the Dahmer heyday of the mid - '90s
2,causes of anti-Semitism ever seen on screen
1,looked like as a low-budget series on a UHF channel
2,'s not quite the genre-busting film it 's been hyped to be because it plays everything too safe
2,shoulders its philosophical burden
2,in storytelling usually found in anime like this
2,good with people
3,on the delicious pulpiness of its lurid fiction
2,a full-fledged sex addict
2,Most thrillers
2,gel .
2,secret 's
3,thoughtful screenplay
4,A film that will probably please people
1,'s not wallowing in hormonal melodrama
2,the movie around them
1,average television
3,takes off in totally unexpected directions
1,They presume their audience wo n't sit still for a sociology lesson
2,the long-suffering heroine
2,scrapbook
3,resurrecting performers who rarely work in movies now ...
1,seem smug and cartoonish
3,its pathos-filled but ultimately life-affirming finale
2,its New England characters
2,lead Ralph Fiennes
1,the worst movies of the year
2,And I expect much more from a talent as outstanding as director Bruce McCulloch .
2,projection
4,the heart-pounding suspense of a stylish psychological thriller
2,The plot
2,respecting other cultures
2,in Murder
2,accuse
2,Charlotte 's web
2,women 's films
2,punch lines
3,an honest and loving one
1,that it has n't gone straight to video
2,lovers
2,puts the kibosh on what is otherwise a sumptuous work of B-movie imagination
1,so distant
3,the action as gripping
2,A devastating indictment of unbridled greed and materalism
0,say mean things and shoot a lot of bullets
3,Simultaneously heartbreakingly beautiful
4,fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte
2,on spousal abuse
3,improved upon the first and
3,to rush to the theatre for this one
3,oozes craft .
3,I Killed My Father compelling
2,ghost story
3,An intoxicating
3,live up to material
2,Afterschool
2,the movie 's conception
1,represents Adam Sandler 's latest attempt to dumb down the universe
3,an unabashed sense of good old-fashioned escapism
2,their way
3,a fun and funky look into an artificial creation in a world that thrives on artificiality
2,Let 's face it
1,least favourite
3,memorable zingers
1,soullessness
3,pure movie
2,Most folks
2,David Presson
2,my attention
4,have n't laughed that hard in years
3,still fun and enjoyable and so aggressively silly
3,a fascinating curiosity piece -- fascinating
2,the symbiotic relationship between art and life
2,a rat burger
2,Dustin Hoffman
3,photographic marvel
1,the many inconsistencies
3,topnotch foursome
2,'' range
1,rejected must have been astronomically bad
3,sometimes hilarious -RRB-
3,she loves them to pieces
3,the core in a film you will never forget -- that you should never forget
1,demons
2,distill it
3,just enough sweet and traditional romantic comedy to counter the crudity
2,Highly
2,be ignored
2,The Trials of Henry Kissinger
1,full flush
3,made a more sheerly beautiful film
1,wo n't win many fans over the age of 12
2,Catholics
1,forgotten everything he ever knew about generating suspense
2,Samuel Beckett
3,anchor the film in a very real and amusing give-and-take .
3,zany '
3,are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D
3,almost seems like a documentary in the way
2,trajectory
1,'s kinda dumb
4,be rewarded with some fine acting
2,loaded
2,Gambling and
0,with a stuttering script
2,... passable enough for a shoot-out in the o.k. court house of life type of flick .
2,narrow
3,sexy razzle-dazzle
2,tenderness required to give this comic slugfest some heart
3,the power of poetry and passion
2,things turn nasty and tragic during the final third of the film
1,those films that requires the enemy to never shoot straight
2,Jersey
1,are dampened by a lackluster script and substandard performances
2,The Scarlet Letter
3,clarity and deeply
2,pair
3,some intriguing questions about the difference between human and android life
2,reminded me a lot of Memento
1,'s hard to imagine a more generic effort in the genre .
2,off the page
2,on movie-specific cliches
1,while ringing cliched to hardened indie-heads
2,Adrien Brody
2,a Funeral and Bridget Jones 's Diary
2,Combine
2,the marginal members
2,wanted more
2,watching the skies for his next project
3,that made up for its rather slow beginning by drawing me into the picture
0,Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .
2,make Love a joy to behold
2,'m not saying that Ice Age does n't have some fairly pretty pictures
2,is n't really one of resources .
2,in the last 20 minutes
2,will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals
3,perfectly executed and
1,more silly than scary
2,can hide a weak script .
2,still finds himself
2,believe that anyone in his right mind would want to see the it
2,second-guess your affection for the original
3,than its fair share of saucy
2,like The Ghost and Mr. Chicken
4,Sleek and arty
2,such a mountain
2,concert footage
2,in which Eddie Murphy deploys two
1,A sour attempt
2,released in the U.S.
2,a pedestal
3,what he could make with a decent budget
0,awful complications
2,subscription
3,earnest inquiries
2,No one involved
1,top-heavy
4,one of those rare docs that paints a grand picture of an era and makes the journey feel like a party
1,drown out the tinny self-righteousness of his voice
2,the scariest
2,'m Going Home is so slight
2,Attal 's hang-ups surrounding infidelity
3,a fully developed story
2,bringing off
2,a hundred times
2,for ourselves
2,Russell
4,The writing is clever
2,the discovery of the wizard of God
4,enjoy the movie
3,'s to this film 's -LRB- and its makers ' -RRB- credit that we believe that that 's exactly what these two people need to find each other -- and themselves
3,unusual homes
2,at 66
2,never game his victims
2,T-shirt
3,well-told
2,even touching
2,obvious reasons
2,monster
3,deserves recommendation
3,of a movie that defies classification and is as thought-provoking as it
3,true to its source material
2,und drung
3,that at its best
3,revelation
2,would slip under the waves .
2,alive to witness first-time director
3,line between passion and pretence .
0,seriously dumb characters
1,has little enthusiasm for such antique pulp
1,skidding
2,a movie saddled with an amateurish screenplay
2,to character development
2,hoping the nifty premise
2,rival vintage Looney Tunes
2,the filmmakers are asking of us
2,quivering kid
2,that crosses sexual identity
2,personal identity
4,A delightful stimulus for the optic nerves
2,helping
3,terrific special effects and funnier gags
2,a phonograph record
3,gender-war ideas original
0,bungle their way through the narrative as if it were a series of Bible parables and not an actual story .
2,help -- or hurt
2,of arty theorizing
2,of its effects to make up for the ones that do n't come off
2,Raymond J. Barry
2,after another in this supposedly funny movie
0,terrible film
2,the basic plot of `` Lilo ''
1,all things insipid
2,of the actors
1,too late
2,An alternately raucous and sappy ethnic sitcom ...
2,a second
2,with plenty
2,the director 's cut
1,lightness and strictness
2,a bumbling American in Europe
2,Friday
2,into the proceedings
2,seen everywhere
2,about Blade
1,surrealist
2,-LRB- particularly for JFK conspiracy nuts -RRB-
2,an ignored people
2,The real charm of this trifle
0,stale and uninspired .
2,it never melts .
1,might drive you crazy
2,performed
1,eerily convincing as this bland blank of a man with unimaginable demons
2,This movie has the usual impossible stunts
2,the same olives since 1962
2,Broomsticks
1,one-dimensional
2,are so
2,Ah-nuld
2,get further and further apart .
3,An impeccable study in perversity .
2,Into That Good Theatre
2,low-key manner
2,could use a few good laughs .
2,own simplicity
1,this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work
2,to it all
3,struggles of the working class to life
2,this fairly parochial melodrama
2,the trademark
2,'m sure
2,will feel they suffer the same fate
0,morbid
2,Lookin
2,Star Wars fans
4,can do no wrong with Jason X.
2,classicism or
3,a massive infusion of old-fashioned Hollywood magic
2,a ride
2,astute
1,sadly proving once again ego does n't always go hand in hand with talent
2,this movie 's lack
1,dumb drug jokes and
2,we
1,should pay reparations to viewers
3,due to its rapid-fire delivery and enough inspired
2,to forgive its mean-spirited second half
2,the way cultural differences and emotional expectations collide
3,decent material
3,A sentimental hybrid
2,need to be a hip-hop fan to appreciate Scratch
3,draw people together across the walls that might otherwise separate them
2,its purpose was
3,lasting impression
2,on the upscale lifestyle
2,does elect to head off in its own direction
2,to catalog every bodily fluids gag in There 's Something About Mary and devise a parallel clone-gag
2,Thewlis
1,might not have noticed
2,to muster a lot of emotional resonance in the cold vacuum of space
2,Imax films
2,Black Hawk Down and
2,The direction
2,a Randall Wallace film from any other
2,during your screening
2,substitute volume and primary colors for humor and bite .
2,Britney Spears '
1,be as lonely and needy
3,stylish sizzle
2,associations you choose to make
3,French coming-of-age import
2,the pantheon of wreckage
2,to Break Your Heart
2,could almost be classified as a movie-industry satire
3,A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her .
2,Enticing
2,the experience of actually watching the movie
3,Hawaiian shirt
3,its drastic iconography
1,little else of consequence
2,of what
3,A fantastically vital movie that manages to invest real humor
2,your disbelief
2,virtual
2,for Love -- very much a Hong Kong movie
2,that does n't feel like a half-baked stand-up routine
2,erotic cannibal movie
3,in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line
1,The film 's most improbable feat ?
2,their parents '
2,time living
3,A captivatingly quirky hybrid
1,step wrong
1,The obnoxious special effects
2,a cold old man
2,prison flick
2,made a movie about a vampire
2,reluctant villain
0,hitting your head on the theater seat in front of you when you doze off thirty minutes into the film
3,picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .
3,a promising work-in-progress
2,rests in the relationship between Sullivan and his son .
1,distanced us from the characters
3,fantastic visual trope
2,discreet
1,wrapping the theater in a cold blanket of urban desperation
2,of this trifle
2,Dogma
2,languorous
2,Zucker
2,sanity
2,about isolation
3,this rich and luscious
3,are able to accomplish
2,seeking anyone
2,show virtually no understanding of it
1,the victims
2,producers
3,The warnings to resist temptation in this film
2,Maelstrom
2,This new movie version
3,it 's still entertaining to watch the target practice .
2,has not withered during his enforced hiatus
2,narrative bluffs
1,the film settles too easily along the contours of expectation
2,offers escapism without requiring a great deal of thought
2,changing taste and attitude
3,would be a welcome improvement
2,final effect
3,done his subject justice
1,died a matter of weeks
2,fantasy story
3,sunny disposition
2,have been a cutting Hollywood satire
2,go through
0,is sordid and disgusting
1,might have guessed
1,become wearisome
2,Bubble
2,computer industry
1,this did n't connect with me would require another viewing
1,bogus
0,tiresome ugliness
3,this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .
3,surprisingly faithful
2,in favour of an altogether darker side
2,two regarding life
3,playwriting
1,a dirty old man
2,for the original
2,its recent predecessor
2,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator
2,a little sticky and unsatisfied
2,handiwork
2,giving us
2,Hawaiian
2,jokester
3,a complex web
2,Tadpole
3,a lot better
2,dewy-eyed sentiment
1,ca n't even do that much .
3,dilutes the potency of otherwise respectable action
2,asparagus
3,of a poetic
1,At best this is a film for the under-7 crowd .
4,The Bard as black comedy -- Willie would have loved it .
1,what could have
2,be of interest primarily
3,is funny and looks professional .
4,'s always fascinating to watch Marker the essayist at work .
2,in the lobby
0,ugly to look at and not a Hollywood product
2,than punishment
2,doing all that much to correct them
2,reminding us
1,unimaginable horror
1,a lack
2,provided there 's lots of cute animals and clumsy people
2,?
2,Karen Black
2,threshold
3,a bonus feature
1,loses some of the intensity that made her an interesting character to begin with
3,beginnings
2,Beck 's
2,another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .
2,as you 're wearing the somewhat cumbersome 3D goggles
3,often surprising
2,one thing to read about
2,redeeming value whatsoever
1,a low-budget series
2,pointed
2,polemical allegory
3,'s so striking about Jolie 's performance
2,come to believe that Nachtwey hates the wars he shows and empathizes with the victims he reveals .
2,can not adequately
2,glacial pacing
2,bursts of automatic gunfire
2,hardly over
2,of Jonathan Swift
1,shreds the fabric of the film
2,comic timing
2,Kevin Smith
1,plot holes
2,a thin line
2,offer you precisely this in recompense : A few early laughs scattered around a plot as thin as it is repetitious
2,the dutiful precision
1,is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .
2,come with a subscription to ESPN the Magazine
2,have seen before
2,knowing your identity
2,in light of his recent death
2,Ka Fai
2,attempted here
3,that everyone can enjoy
2,Some people want the ol' ball-and-chain
1,unfocused screenplay
1,believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action
4,clever and very satisfying picture
2,like you ate a Reeses without the peanut butter
2,comic buttons
2,the class
2,psychological drama
3,mean it 's good enough for our girls
1,feels painfully redundant and inauthentic
3,If you 're willing to have fun with it
3,has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...
2,in their relationships
2,is unwavering and arresting
2,-LRB- their lamentations are pretty much self-centered -RRB-
1,Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say
1,shooting itself in the foot
2,thinks he 's making Dog Day Afternoon with a cause
2,come face-to-face with a couple dragons
2,than routine
2,be a good -LRB- successful -RRB- rental
2,Demme 's good films
3,as comfort food often can
2,'s a lot of tooth in Roger Dodger .
1,to live out and carry on their parents ' anguish
1,a downer and
2,a slightly more literate filmgoing audience
2,it would have felt like a cheat
1,will most likely doze off during this one
2,it maintains a cool distance from its material that is deliberately unsettling
2,about a very human one
2,of water-bound action
2,one-room
3,would be forgettable if it were n't such a clever adaptation of the bard 's tragic play
2,This is NOT a retread of `` Dead Poets ' Society . ''
0,posing as a real movie .
0,want my money back
